Issue key,Priority,Summary,Issue type,Description,Status,Component,Reporter,Assignee,Created,Updated,Resolved,Resolution,EPD team,Epic link,Epic name,Story points,Fix versions,Last Sprint,Sprints,Labels,Original estimate,Remaining estimate,Time spent,Flagged
EIP1-5244,Three,,Story,"As an ERO administrator reviewing an application 

I want the ability to undo determinations made on added or uploaded documents 

So that I can correct mistakes 

h3. *Notes* 

API ticket :

[https://technologyprogramme.atlassian.net/browse/EIP1-7197|https://technologyprogramme.atlassian.net/browse/EIP1-7197|smart-link] 

h3. *Screen design*

!image-20230912-030608.png|width=997,height=920!

h3. *Acceptance criteria*  

h3. *AC*1

Given an ERO has accepted or rejected a document for review 

When they press the undo button 

THEN the determination on that documents should be removed  [https://technologyprogramme.atlassian.net/browse/EIP1-7197|https://technologyprogramme.atlassian.net/browse/EIP1-7197|smart-link] 

AND the document should be moved to the 'documents for review section",To Do,,yusuf.eldin,,31/Mar/23 4:24 PM,12/Sep/23 4:08 AM,,,,EIP1-4308,,,,,,Beta|OE|Refined|Valtech,,,,
EIP1-5257,Three,,Story,"As ERO making final determination on OE applications

I WANT to ensure that approvals and rejections is sent to EMS via IER

h2. *Notes*:

This ticket is one part of the process to sending the approvals and rejections to the EMS. This will need to be done via IER which ticket will cover

h2. Tech Notes:

The following is the proposed contract for EROP to send to IER

[https://github.com/cabinetoffice/ierds/blob/eip-master/middle-tier/erop-api/src/erop-api-spec/Models/DeterminedRtvOverseasApplicationMessage.yaml|https://github.com/cabinetoffice/ierds/blob/eip-master/middle-tier/erop-api/src/erop-api-spec/Models/DeterminedRtvOverseasApplicationMessage.yaml] 

h2. *Acceptance Criteria*

GIVEN the ERO has made final determination

WHEN the ERO has selected the Approve Overseas Application or Reject Overseas Application button

THEN the final determination will be sent by SQS to IER",To Do,,Krister Bone,,01/Apr/23 1:59 PM,11/Sep/23 2:14 PM,,,,EIP1-7302,,3.0,,,,API|Beta|OAVA|OE|Refined|Valtech,,,,
EIP1-5272,Three,,Story,"As an ERO administrator 

I want to edit an electors details 

so that i can update applications correctly 

----

h2. Notes 

This ticket covers page 2 of the Overseas Elector manual creation screens. which can be edited from the application details tab 

[https://technologyprogramme.atlassian.net/browse/EIP1-7440|https://technologyprogramme.atlassian.net/browse/EIP1-7440|smart-link] 



----

h2. Acceptance Criteria

h3. Scenario 1 - Edit Option

*Given* an OE  Application
*When* viewing the Application Details Tab Elector Details section
*Then* the ‘Change’ option should display for:

* First Name
* Middles Names
* Last Name
* Current address outside of the UK 
* Correspondence address 

h3. Scenario 2 - Edit Initiated

*Given* a OE Application
*When* viewing the Application Details Tab Elector Details section
*And* I click the ‘Change’ option for one of the data points outlined in Scenario 1 
*Then* I am displayed the Edit view for Edit Elector Details [https://technologyprogramme.atlassian.net/browse/EIP1-7440|https://technologyprogramme.atlassian.net/browse/EIP1-7440|smart-link] 
*And* I can manually edit the details 

h3. Scenario 3 - Editing Elector Name

*Given* a OE Application
*When* viewing the Edit screen
*Then* I must be able to change the elector name (first, middle & last names)
*And* validation rules from the creation are inherited

h3. Scenario 4 - Current address outside of the UK 

*Given* a OE Application
*When* viewing the Edit screen
*Then* I must be able to change the elector’s Current address outside of the UK 
*And* validation rules from the creation are inherited

h3. Scenario 5 - Correspondence address 

*Given* a OE Application
*When* viewing the Edit screen
*Then* I must be able to change the elector’s Correspondence address 
*And* validation rules from the creation are inherited

h3. Scenario 6 - Edit Contact Details

*Given* a OE Application
*When* viewing the Edit screen
*Then* I must be able to change the elector’s contact details (Phone number & Email)
*And* validation rules from the creation are inherited

h3. Scenario 7 - Save - Fail Validation

*Given* a OE Application
*When* I have saved changes
*And* the values I have provided fail validation
*Then* I am presented with the appropriate validation messages when validation rules are broken
*And* I am unable to continue
*And* no changes are saved

h3. Scenario 8 - Save - Pass Validation

*Given* a OE Application
*When* I have saved changes 
*And* the values I have provided pass validation
*Then* my changes are saved 
*And* I am returned to the Application Details tab

h3. Scenario 9 - Cancel

*Given* a OE Application
*When* viewing the Edit screen
*Then* I must be able to ‘Cancel’ and return to the Application Details tab
*And* no changes are saved",To Do,,yusuf.eldin,,01/Apr/23 3:51 PM,11/Sep/23 10:34 PM,,,,EIP1-4886,,,,,,Beta|OE|Refined|Valtech,,,,
EIP1-5273,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to be able to reject documents added as seen in support of the applications for under 18 leavers 

So that I can process this application



*Context*

This ticket will cover sending communications to request new documents after documents have been rejected. 

This action can be performed on both uploaded documents and offline documents. 

This pattern currently applies to all qualifying address sections where document uploads are provided 

* Proof of parent/guardian relationship 
* Documentary evidence 
* Attestation 



*Notes*

* {color:#ff5630}Confirmation needed on whether specific comms templates will be required based on which section the request for new documents was initiated, e.g. documentary evidence vs attestation or of this can be generic. {color}



*Screen Design*

!image-20230816-202348.png|width=75%!



h3. Acceptance Criteria

*AC1: Send rejection communication* 

GIVEN the the authorised user has rejected a document under review

AND wishes to send comms to the applicant by selected comms method i.e. either by Govt notify email or letter 

AND has entered a message i.e. request new document etc

WHEN the user selects the Send communication button

THEN the message will be sent via the selected communication method

AND a banner with sent confirmation, name and date and time will display

AND the ‘Send communication’ button will change to ‘Send another communication’ 

AND when sending repeat notifications the time and date in the banner should change to last sent time 

AND ‘send another communication’ button should persist when the user navigates from and returns to the page  



*AC2: No email provided* 

GIVEN the the authorised user has rejected a document under review

AND wishes to send comms to the applicant 

AND the applicant has not supplied an email address 

WHEN the user navigates to the rejected document section 

THEN the radio buttons to select a communication method are not shown 

AND the message method will default to letter



*AC3 Message options* 

GIVEN the the authorised user has rejected a document under review

AND the applicant has provided an email address and correspondence address 

WHEN they select the communication method 

THEN the text ‘Send communication via….’ should change to correspond to the selected communication method  



*AC4: Preview communication* 

GIVEN the the authorised user has rejected a document under review

WHEN they click the ‘preview communication’ link 

THEN a message preview should open in a new tab 

AND The preview should show the names of the rejected documents 

AND the preview should show the selected rejection reasons for each document

AND the preview should show optional messages sent to the applicant ",To Do,,yusuf.eldin,,01/Apr/23 4:28 PM,08/Sep/23 2:39 PM,,,,EIP1-4494,,,,,,Beta|OE|Refined|Squad_Andromeda|Valtech,,,,
EIP1-5274,Three,,Story,"*As a* overseas-admin processing an application
*I want* to confirm an electors parent or guardian status for qualifying address information
*So that* I can approve / reject residency for an overseas application

h2. Context

The focus of this story is to enable the {{overseas-admin}} to indicate they have confirmed an electors parent / guardian’s relationship.
This is a sub determination as part of an under 18 qualifying address check.

To approve an under 18 parent guardian status, the following 2 sub-sub determinations needs to be satisfied:

# A document type of birth certificate needs to be added?
# One of the following additional sub determinations need to have been made
## Parent Guardian as matched from the birth certificate is found on the register
## Documentary evidence
## Local Data Match evidence
## Attestation evidence.

h2. {color:#ff5630}Under 18 - Questions:{color}

# Does the applicaiton always need a birth certificate?
# If Yes, how does the parent or guardian details get entered? This a manual copy from birth certificate.
# If no, how do you validate the parent guardian? Are there other document types, or can it be the fall backs:
## documetary evidence
## local data match
## attestation
# If no and use other fall backs - how do you manage local elector and parent guardian checks?

h2. Acceptance Criteria

h3. AC1: Approve Parent Guardian Status - (201 Happy Path)

*Given* an ERO wants to indicate they have approved an elector's parent guardian status
*And* the application has not been determined (including in-progress)
*And* the qualifying address has not been confirmed
*And* the application has an approved birth certificate (discuss meta data / documents)
*And* one of the following parent sub determinations has been approved - register, documentary, local data match or attestation 
*When* they call the set parent guardian status API to set the status to approved
*Then* the API will return a 201 response to indicate the status has been set to approved
*And* the parent guardian approved status will be returned as part of the qualifying address from the Get Application By Id

h3. AC2: Approve Parent Guardian Status - No Approved Birth Certificate - (409 Un-Happy Path)

*Given* an ERO wants to indicate they have approved an elector's parent guardian status
*And* the application has not been determined (including in-progress)
*And* the qualifying address has not been confirmed
*And* the application doesn’t have an approved birth certificate (discuss meta data / documents)
*When* they call the set parent guardian status API to set the status to approved
*Then* the API will return a 409 response to indicate the status has *NOT* been set to approved

h3. AC3: Approve Parent Guardian Status - No Approved Birth Certificate - (409 Un-Happy Path)

*Given* an ERO wants to indicate they have approved an elector's parent guardian status
*And* the application has not been determined (including in-progress)
*And* the qualifying address has not been confirmed
*And* none of the following parent sub determinations has been approved - register, documentary, local data match or attestation 
*When* they call the set parent guardian status API to set the status to approved
*Then* the API will return a 409 response to indicate the status has *NOT* been set to approved


h2. Error Scenarios

h3. AC4: Application’s Qual Address verification is Determined - (409)

h3. AC5: The application has been Determined (409)

h3. *AC6:* (i) (Plus the usual 401/403/404 etc)",To Do,,yusuf.eldin,,01/Apr/23 4:30 PM,08/Sep/23 2:44 PM,,,,EIP1-5175,,,,,,API|Beta|OE|RefineInProgress|Valtech,,,,
EIP1-5275,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to undo determinations made on documents added in support of the applications for under 18 leavers 

So that I can correct mistakes I have made, or update a determination based on new information. 



*Context*

When an applicant is under 18 years old and is applying under the previous registration of a parent/guardian the ERO will see the following screen, and can undo actions (accept/ reject) made on the documents)

This ticket will cover undo for uploaded and offline documents 



*Notes* 

{color:#ff5630}Undo document rejection API ticket required{color}



*Screen Design*

!image-20230904-235558.png|width=662,height=619!



h2. Acceptance Criteria

h3. Undo rejected document



*AC3: Undo rejected document*

GIVEN an ERO has rejected a document in the document for review section

WHEN the document displays in the rejected documents section

THEN the rejected document will show an undo accept reject button

*AC4: Undo rejected document*

GIVEN a document is in the rejected documents section

WHEN the ERO clicks the undo reject document button

THEN the document status should be updated[https://technologyprogramme.atlassian.net/browse/EIP1-7340|https://technologyprogramme.atlassian.net/browse/EIP1-7340|smart-link] to remove rejection

AND the document will move back into the documents for review section",To Do,,yusuf.eldin,,01/Apr/23 4:42 PM,08/Sep/23 2:43 PM,,,,EIP1-5175,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-5276,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to be able to record my determination on an 18 leaver’s parent, guardian evidence  

so that I can process the application 

*Context*

Once all relevant checks has been made i.e. all supporting documents has been reviewed and an ERO has confirmed whether it is sufficient or not to confirm or not the validity of the relationship 

*Assumptions*

* Supporting documents has been provided in support of the application and/or
* Additional documentation has been provided and uploaded

*Screen Design*

!image-20230816-224612.png|width=100%!

!image-20230816-224639.png|width=100%!



h3. Acceptance Criteria

*AC1: accept relationship* 

Given that the authorised user is in qualifying address tab 

AND has reviewed the evidence provided by the applicant in support of their parent/ guardian relationship 

WHEN the user clicks on the Confirm relationship button 

THEN a banner with text confirmation message, ERO email and date and time of confirmation will be displayed

AND confirmation will be recorded{color:#ff5630} {color}[https://technologyprogramme.atlassian.net/browse/EIP1-5274|https://technologyprogramme.atlassian.net/browse/EIP1-5274|smart-link] 



*AC2: reject relationship* 

Given that the authorised user is in qualifying address tab 

AND has reviewed the evidence provided by the applicant in support of their parent/ guardian relationship 

WHEN the user clicks on the Confirm relationship button 

THEN a banner with text confirmation message, ERO email and date and time of confirmation will be displayed

AND confirmation will be recorded{color:#ff5630} {color}[https://technologyprogramme.atlassian.net/browse/EIP1-5274|https://technologyprogramme.atlassian.net/browse/EIP1-5274|smart-link] {color:#ff5630} {color}",To Do,,yusuf.eldin,,01/Apr/23 4:45 PM,08/Sep/23 2:44 PM,,,,EIP1-5175,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-5277,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to be able to reject documents added as seen in support of the applications for under 18 leavers 

So that I can process this application



*Context*

When an applicant is under 18 years old and is applying under the previous registration of a parent/guardian the ERO will see the following screen, and can check the applicant’s evidence related relationship to parent/guardian

This ticket will cover rejecting uploaded documents, and documents added as seen.

This screen will follow the same rejection pattern used for postal and proxy identity document rejection 



*Notes*

* Providing a rejection reason for a document is optional however, when ‘other’ is selected comment is mandatory 



*Screen Design* 

!image-20230830-124446.png|width=100%!

*Rejection reasons list when rejecting a document* 

!image-20230830-125111.png|width=619,height=609!



h3. Acceptance Criteria

*AC1: Reject uploaded document reason*

GIVEN that the authorised user is in the Qualifying address tab

AND is reviewing uploaded documents in the ‘Documents for review’ section

WHEN the user clicks the ‘Reject document’ button

THEN the UI will show the reject document reasons

AND a text box to add additional explanation for rejection

AND a ‘reject document' and 'cancel’ button

 

*AC2: Reject CTA*

GIVEN that the authorised user is rejecting a document under review

AND selects rejection reasons

WHEN the user rejects a document by clicking on the reject document button

THEN the rejected document will appear in Rejected document section

AND the document will show ‘Rejected reason’, ERO name and date and time of rejection and a link to the document

AND the document status will be updated [https://technologyprogramme.atlassian.net/browse/EIP1-7340|https://technologyprogramme.atlassian.net/browse/EIP1-7340|smart-link] 

 

*AC2 a): Reject with no reason selected*

GIVEN that the authorised user is rejecting a document under review

AND does not select a rejection reason

WHEN the user rejects a document by clicking on the reject document button

THEN the rejected document will appear in Rejected document section

AND the document will show ERO name and date and time of rejection

AND *rejected reason* will show *‘not provided’*

AND the ‘Undo reject document’ button will be displayed

AND the document status will be updated [https://technologyprogramme.atlassian.net/browse/EIP1-7340|https://technologyprogramme.atlassian.net/browse/EIP1-7340|smart-link] 

 

*AC2 b): Reject CTA with additional information*

GIVEN that the authorised user is rejecting a document under review

*AND* adds additional information

WHEN the user rejects a document by clicking on the reject document button

THEN the rejected document will appear in Rejected document section

AND the document will show ‘Rejected reason’, ERO name and date and time of rejection

AND an extra field ‘additional information’ will show below.

AND the document status will be updated [https://technologyprogramme.atlassian.net/browse/EIP1-7340|https://technologyprogramme.atlassian.net/browse/EIP1-7340|smart-link] 



*AC2 c): Reject CTA with rejection reason ‘other' selected*

GIVEN that the authorised user is rejecting a document under review

WHEN the user selects rejection reasons 

AND the rejection reason selected is 'other'

THEN the additional information field becomes mandatory ",To Do,,yusuf.eldin,,01/Apr/23 6:02 PM,07/Sep/23 12:12 PM,,,,EIP1-5175,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-5278,Three,,Story,"As an authorised user reviewing applications 

I WANT to be able to view uploaded documents 

So that I can process the evidence provided in support of submitted applications 

*Context*

When documents are uploaded as part of the application process by an applicant, or by an ERO during the review of an application. This ticket will cover the ability to view the documents that have been submitted as part of the application assessment. 

*Designs*

!image-20230830-142408.png|width=735,height=1192!



AC1: Review Document

GIVEN that the user has navigated to an uploaded document in the document for review or the accepted/ rejected section 

WHEN the user has clicked on the Review  Document button or the document link 

THEN a document viewer will load the document in read-only mode",To Do,,yusuf.eldin,,01/Apr/23 6:04 PM,06/Sep/23 4:29 PM,,,,EIP1-5175,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-5279,Three,,Story,"As an authorised user in the qualifying address tab

I WANT to be able to run register checks against a parent/ guardian’s details

So that I can determine if an under 18 leaver is eligible to vote based on their parent/guardian’s previous registration status  



*Notes* 

policy decision still required on the actions that are available in relation to an exact match. e.g. should the register checker run and automatically determine the section based on the result from the register check. e.g. if the register checker returns an exact match should the section be automatically confirmed or still confirmed manually by an ERO 

UX question to understand if the ‘check register’ button should be removed if the register checker result has been returned and no details have been updated 



*Screen Designs*



!image-20230816-230901.png|width=100%!



Step2: Select rejection reason and additional explanation

h2. Acceptance Criteria

*AC1: Run register check*

GIVEN that the authorised user is in the qualifying address tab 

And wishes to run a register check on an under 18 leaver’s application 

When they click the check register button 

Then the register checker will run against the parent/ guardian’s details (see. [https://technologyprogramme.atlassian.net/browse/EIP1-7332|https://technologyprogramme.atlassian.net/browse/EIP1-7332|smart-link] )

and the date and time of the register check will be updated 



*AC2: Single Exact Match*

GIVEN the authorised user is the qualifying address tab 

AND there is a Single match with the elector details in the EMS

WHEN the results from the automated checks returns the exact match

THEN the user will see the applicants details on the left side of the information panel

AND the elector details brought back from the EMS auto register check on the right side of the information panel

AND a text result from the register check will display ie Matches found on the register(1)

AND the EXACT MATCH text label with Green background with display

AND a Confirm Elector Register Check button

(See designs above)

 

*AC3: Single Partial Match*

GIVEN the authorised user is the qualifying address tab 

AND there is a Single Partial match with the elector details in the EMS

WHEN the results from the automated checks returns the partial match

THEN the user will see the applicants details on the left side of the information panel

AND the elector details brought back from the EMS auto register check on the right side of the information panel

AND the differences will be highlighted in Yellow

AND a text result from the register check will display ie Partial Matches found on the register(1)

AND the PARTIAL MATCH text label with Dark Blue background with display

AND a Confirm Elector Register Check button

 

*AC4: Multiple Partial Matches*

GIVEN the authorised user is the qualifying address tab 

AND there is a multiple Partial matches with the elector details in the EMS

WHEN the results from the automated checks returns the matches

THEN the user will see the applicants details on the left side of the information panel

AND the elector details brought back from the EMS auto register check on the right side of the information panel

AND repeated one above the other for the number of matches

AND the differences will be highlighted in Yellow

AND a text result from the register check will display ie Partial Matches found on the register(>1)

AND the PARTIAL MATCH text label with Dark Blue background with display above each match

AND a Confirm Elector Register Check button under each match

 

 *AC5: No Match*

GIVEN the authorised user is the qualifying address tab 

AND there is a no match with the elector details in the EMS

WHEN the results from the automated checks returns the no match outcome

THEN the user will see the applicants details on the left side of the information panel

AND the elector details brought back from the EMS auto register check on the right side of the information panel

AND a text result from the register check will display ie No matches found

AND the NO MATCH text label with Dark Blue background with be displayed

 

*AC6: Pending* 

GIVEN the authorised user is the qualifying address tab 

AND the automated checks had yet to return a result

WHEN the user views the register checker results 

THEN the user will see a Pending autocheck results text message 

 

*AC7: Awaiting response from EMS*

GIVEN the authorised user is the qualifying address tab 

AND response from the EMS for the autocheck is yet to be received

THEN the user will see an Awaiting Response from EMS text label

AND the applicant details one the left

AND a blank EMS data panel on the right",To Do,,yusuf.eldin,,01/Apr/23 6:06 PM,11/Sep/23 10:33 PM,,,,EIP1-5175,,,,,,Beta|OE|Refined|UI|Valtech,,,,
